Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
0,1,0,3,2,2,1,2,291,3,4617,2,1,4,36,19,2,8,13,4443
1,0,2,3,0,0,-1,2,106,3,976,1,4,6,17,15,0,7,11,3260
1,1,2,0,0,0,-1,0,228,3,629,2,6,8,46,19,0,9,12,3997
1,0,3,1,3,1,-1,2,132,1,70,1,2,9,43,7,2,4,12,1461
0,0,3,2,3,1,-1,0,116,2,84,0,3,8,24,9,1,12,1,916
1,0,0,2,2,2,1,1,291,0,8574,1,5,19,22,15,1,12,3,4595
2,1,3,1,2,1,-1,1,250,0,54,0,5,17,0,12,1,0,1,1703
0,1,1,2,2,1,-1,0,190,2,21,1,4,15,42,12,1,0,7,2213
2,0,1,3,0,2,4,2,170,1,8184,2,4,9,40,22,0,12,9,1492
2,1,2,2,2,0,-1,2,241,0,1678,1,2,10,38,21,1,7,12,2323
1,0,2,2,3,0,-1,2,238,0,1420,0,5,13,26,2,1,7,7,2270
2,1,0,1,2,2,0,0,234,3,2827,3,7,5,22,24,0,13,15,3939
3,1,3,1,2,2,0,0,92,0,1930,2,1,21,43,7,0,2,7,2741
3,0,3,0,2,1,-1,1,185,3,9,1,6,18,29,23,1,9,9,2647
0,0,0,1,1,1,-1,0,206,1,47,1,1,1,16,15,1,1,12,993
1,0,0,1,0,1,-1,1,62,0,76,1,4,10,5,7,2,14,7,2001
0,0,2,1,2,0,-1,2,75,3,1541,3,2,7,10,6,0,3,12,1952
0,0,3,2,3,1,-1,0,178,0,17,2,2,20,10,0,2,10,8,1084
3,1,3,0,0,0,-1,1,229,3,1270,0,3,18,1,23,1,3,12,2297
3,1,2,1,1,0,-1,2,162,0,457,1,3,12,34,2,2,1,4,2021
3,1,0,2,3,1,-1,1,199,0,25,3,6,22,41,9,0,2,4,2180
3,0,0,1,1,0,-1,1,178,0,243,1,4,0,9,2,1,14,0,1583
2,0,2,0,1,1,-1,2,192,0,47,2,2,19,29,14,1,7,10,1549
2,1,3,0,3,0,-1,1,113,0,1482,0,3,11,33,19,0,5,2,1616
2,0,2,3,3,2,2,2,197,1,5853,2,2,7,11,0,0,5,8,1705
1,0,2,1,3,2,3,1,116,0,9684,1,5,13,30,1,2,6,7,4839
1,0,2,3,0,0,-1,1,267,1,1115,2,7,12,23,15,2,4,3,2207
0,1,3,1,1,2,4,0,144,3,5859,0,2,2,3,4,1,4,1,2624
0,1,0,1,1,2,0,1,52,0,4832,0,7,11,0,2,1,5,10,3798
1,1,0,2,2,0,-1,1,229,1,239,2,3,8,44,5,0,1,15,1648
1,1,1,3,3,2,3,0,82,1,2130,1,5,8,33,19,2,8,2,2999
3,1,0,3,3,2,2,1,94,2,1306,2,5,15,15,0,1,0,14,940
2,0,2,0,1,0,-1,0,109,0,1644,1,5,15,15,10,1,4,4,2137
2,1,0,0,1,1,-1,1,226,0,89,2,6,15,48,6,1,10,3,1927
2,1,2,3,2,2,4,1,179,3,7671,3,2,23,26,15,0,8,15,2738
0,1,1,0,1,1,-1,1,84,1,38,3,6,4,8,4,1,8,2,1364
1,1,2,2,0,2,3,0,181,3,922,3,4,11,43,22,2,2,5,4421
1,0,1,1,3,0,-1,1,156,2,176,1,5,2,45,7,1,3,6,1405
2,1,1,0,1,0,-1,1,294,0,1692,1,4,22,40,3,0,14,2,2522
3,1,3,1,2,2,1,2,57,3,9787,3,4,21,45,22,0,4,13,5773
2,0,3,3,2,2,0,2,252,0,7324,1,2,3,40,14,2,12,3,3840
1,0,1,1,1,0,-1,1,246,2,1103,0,7,23,22,23,0,13,2,1931
2,1,2,0,3,1,-1,2,183,3,98,3,4,6,24,20,1,0,9,2382
0,0,2,2,3,0,-1,1,279,2,428,2,1,22,19,19,0,6,14,1127
0,1,1,2,1,0,-1,2,196,3,891,3,7,12,10,13,0,8,5,3280
3,0,0,3,1,2,2,0,234,2,6486,0,2,23,41,4,2,5,12,2229
0,1,1,2,3,0,-1,2,287,0,1556,1,2,9,38,17,1,6,13,2494
1,1,3,1,2,1,-1,1,295,1,97,2,4,1,36,3,0,8,10,1894
3,0,3,2,0,2,0,2,57,0,1504,3,4,8,47,21,0,10,8,2650
2,0,0,2,0,0,-1,2,93,2,142,0,4,22,37,4,2,7,3,1370
0,1,3,1,3,2,2,0,98,2,9541,0,3,23,2,17,1,12,12,2492
3,0,1,3,0,2,1,0,178,2,9719,1,1,9,36,3,2,2,1,3353
0,1,1,1,0,0,-1,0,213,0,1402,0,4,19,5,23,0,1,10,2303
1,1,3,1,3,1,-1,2,250,0,39,1,1,20,38,16,0,15,9,2150
3,1,0,2,2,1,-1,0,74,3,9,2,1,20,31,8,0,8,4,2743
1,0,2,3,3,0,-1,1,176,3,1886,0,5,7,34,20,2,6,14,3153
1,1,3,2,2,0,-1,2,286,3,1575,2,3,7,41,21,1,8,5,3560
0,0,0,2,3,2,1,2,162,2,5067,3,7,0,26,14,1,13,11,2342
1,1,0,2,1,2,4,0,153,2,2614,1,5,19,26,6,0,15,14,2152
1,1,2,1,0,0,-1,1,229,3,109,0,6,16,10,0,2,4,15,3725
2,1,0,0,1,1,-1,0,180,0,21,3,7,7,15,15,1,9,4,1885
0,0,1,3,3,0,-1,0,96,0,492,2,2,6,18,1,1,12,15,1252
0,0,3,1,0,0,-1,1,126,3,358,2,6,4,24,22,2,6,4,2535
0,0,3,2,0,1,-1,2,228,2,10,2,5,8,40,23,0,0,2,1634
3,1,3,3,2,0,-1,1,221,3,1312,0,7,5,36,4,1,6,11,3402
0,0,2,3,2,1,-1,0,256,3,43,2,6,13,7,18,0,5,8,2501
3,1,2,0,1,0,-1,2,226,0,961,0,3,7,7,23,0,8,5,2283
3,0,2,1,2,2,3,2,178,0,3981,3,3,2,29,5,0,4,0,2863
0,1,3,3,2,0,-1,1,282,0,527,2,3,0,39,24,1,15,13,2335
2,1,0,2,2,1,-1,1,189,0,53,2,4,14,23,16,0,7,1,1715
1,0,3,1,1,1,-1,2,168,2,63,1,6,8,47,1,2,3,13,1827
2,1,0,3,2,0,-1,1,260,0,259,2,2,5,2,12,2,3,14,1224
1,1,0,0,2,2,2,0,142,2,9252,0,1,16,19,5,2,11,4,3011
1,0,3,1,2,1,-1,2,74,0,92,0,6,11,33,5,2,1,1,2048
2,0,0,3,0,2,2,0,226,2,9954,3,6,1,24,17,0,4,5,2970
3,1,1,1,3,0,-1,2,271,2,1552,3,6,15,16,1,2,3,6,866
0,1,3,3,1,2,4,1,54,1,9794,3,7,21,15,21,2,4,12,1723
0,0,2,2,1,2,2,0,214,0,4105,0,5,3,7,4,0,10,10,2590
0,0,1,0,3,1,-1,2,100,2,44,1,4,15,26,6,0,5,3,1088
2,1,3,2,1,2,2,0,203,0,8507,0,2,18,45,16,0,12,6,3335
3,0,3,2,1,1,-1,1,154,3,92,0,1,18,27,5,0,2,2,1969
3,1,2,1,0,2,0,2,67,2,3171,2,5,0,33,0,1,3,4,2375
2,0,0,1,1,2,0,1,191,3,7175,2,3,0,5,2,0,10,0,3852
1,1,3,2,0,0,-1,0,115,0,1341,1,2,17,7,19,1,14,8,2664
3,0,0,1,0,1,-1,0,164,2,72,3,2,7,32,23,1,0,7,1343
2,0,2,3,3,1,-1,1,65,0,86,3,5,21,27,23,2,9,0,1399
2,0,0,1,2,1,-1,1,88,1,14,1,3,20,5,2,0,6,0,1051
3,1,2,3,0,0,-1,2,223,1,1624,3,4,6,39,5,1,11,14,2210
2,1,1,1,3,2,3,1,225,1,8625,2,3,18,37,22,1,5,6,3195
2,1,3,1,0,0,-1,1,225,2,1631,1,1,10,38,21,2,8,15,1605
0,1,0,1,1,0,-1,1,177,1,1973,2,5,9,41,3,1,15,5,1742
2,1,1,2,3,2,1,1,92,0,8367,3,7,19,38,3,0,6,0,3926
1,0,2,1,3,0,-1,0,161,1,1553,1,1,0,22,22,2,5,14,1313
2,0,3,1,0,0,-1,0,185,0,377,3,1,10,8,17,0,3,6,1392
2,0,0,1,0,0,-1,0,294,0,1664,2,4,11,45,3,1,8,10,2238
2,0,1,2,0,1,-1,2,222,2,38,0,7,4,36,8,0,12,1,1652
3,1,3,0,2,0,-1,2,197,1,1631,3,6,6,32,19,2,7,0,1760
3,1,3,3,2,2,3,2,130,2,6363,2,6,17,47,20,0,5,9,3317
3,1,0,0,2,2,4,2,149,0,485,0,5,8,1,14,0,13,8,1889
0,0,3,2,2,0,-1,2,276,1,1527,1,3,15,24,12,0,10,14,1580
0,0,3,2,1,0,-1,1,94,1,766,1,2,6,4,12,2,10,0,865
0,0,0,2,1,0,-1,2,216,3,1385,1,4,1,21,10,1,8,14,2880
0,0,0,2,3,0,-1,1,81,2,1002,3,6,11,40,4,2,15,7,1171
1,0,0,1,2,1,-1,0,269,0,88,1,5,23,34,22,1,8,6,3037
3,1,2,0,3,0,-1,1,123,0,1034,0,6,15,14,1,1,0,9,1835
2,1,1,1,3,0,-1,1,227,2,1879,3,4,3,31,8,2,4,4,1291
3,1,0,0,1,1,-1,1,273,2,0,2,5,7,49,11,1,14,10,1535
2,1,1,2,2,1,-1,0,188,0,68,2,2,2,39,9,1,3,1,1790
0,0,0,0,1,1,-1,0,129,1,69,0,1,11,3,5,0,13,0,997
1,1,3,0,2,2,4,2,126,3,2321,1,5,8,16,13,2,13,0,3289
0,0,2,0,0,0,-1,1,279,1,1952,3,1,19,48,12,0,1,1,1881
2,1,0,3,3,1,-1,0,85,2,24,1,4,0,7,16,1,11,8,1067
0,1,3,0,3,1,-1,1,223,3,76,2,6,21,8,23,2,15,12,2254
3,1,3,2,2,2,2,1,213,2,3653,0,2,11,21,7,0,10,5,1552
0,0,3,3,3,2,0,1,105,1,7745,3,7,12,48,7,0,1,2,4022
1,1,1,0,3,2,2,0,109,3,1726,1,1,14,16,24,0,7,11,3237
0,1,3,0,2,1,-1,2,165,3,29,2,2,4,20,18,1,10,5,2530
1,1,2,0,3,2,1,0,204,3,8360,2,2,0,12,2,1,11,4,5691
0,0,3,2,1,1,-1,2,183,0,72,2,2,5,26,5,1,3,4,1448
0,0,2,2,1,2,3,0,232,3,2202,2,5,11,29,4,0,2,10,3341
1,1,2,1,1,0,-1,1,88,1,1960,2,4,14,32,8,2,14,1,1702
0,1,0,0,0,0,-1,0,126,0,1595,2,1,4,7,0,2,0,0,1956
1,0,0,3,1,1,-1,0,239,2,84,2,3,15,20,21,0,6,0,1490
0,1,0,1,3,2,2,0,210,2,4420,3,4,14,24,5,1,8,1,2083
0,0,2,0,2,2,2,0,171,3,6094,3,4,3,31,8,1,11,2,3739
3,0,3,0,2,2,3,1,116,3,6713,2,5,21,36,14,0,13,9,3820
2,0,3,1,0,2,1,1,92,1,2027,2,6,10,4,8,0,9,10,1311
0,0,2,2,3,2,1,2,139,3,7319,1,1,15,39,7,0,13,5,4195
2,1,1,1,1,0,-1,0,209,3,1317,0,4,22,4,20,0,2,0,2561
1,1,1,2,2,1,-1,0,296,3,5,1,5,4,32,11,0,4,15,4089
2,0,0,2,0,2,4,2,209,2,6528,1,6,8,24,22,0,8,9,1858
2,0,3,0,2,1,-1,1,68,1,48,1,7,22,21,13,2,10,10,1382
0,1,0,1,1,1,-1,0,62,2,44,0,1,18,6,15,2,15,4,925
3,1,2,0,3,2,0,0,213,2,7782,3,5,6,25,21,0,7,13,4394
1,0,0,3,2,2,0,0,262,2,6172,0,6,18,43,10,1,10,13,4478
3,0,0,1,2,1,-1,0,281,2,66,1,2,22,13,12,2,11,4,1065
1,0,2,3,1,2,0,0,239,2,8414,1,3,16,0,6,0,0,8,4833
2,0,3,0,3,0,-1,2,59,2,613,0,2,19,38,10,0,3,11,819
3,1,2,1,0,1,-1,0,120,1,75,3,1,3,8,0,1,2,9,1330
2,1,3,3,0,2,2,1,272,2,8961,1,6,20,35,17,1,0,3,3669
3,1,2,3,3,0,-1,2,222,2,1356,2,3,14,39,0,0,7,9,1312
1,1,1,0,0,0,-1,2,130,3,1131,2,3,9,10,20,1,0,0,3074
3,1,2,0,0,1,-1,0,194,0,81,3,5,23,6,12,0,5,2,2135
3,1,3,0,3,0,-1,1,84,0,1522,1,7,20,3,11,1,12,4,1865
3,1,2,1,1,0,-1,1,283,3,1943,3,4,16,9,3,2,5,4,2467
0,0,2,1,3,2,2,2,255,2,7416,0,7,1,31,3,1,11,5,2648
2,1,3,2,2,2,1,1,58,3,1275,1,5,13,11,12,1,7,6,2817
2,1,3,2,2,1,-1,2,149,1,69,0,2,21,43,9,2,4,11,1776
2,1,3,0,1,1,-1,1,55,1,64,3,3,11,31,23,0,9,4,1276
0,1,3,1,0,2,1,0,85,1,3471,0,2,15,26,20,1,0,1,2966
1,0,2,1,0,2,0,0,276,2,5557,3,3,10,45,10,0,1,6,4237
2,0,2,3,2,0,-1,1,283,3,237,0,4,7,50,10,1,9,12,2610
0,1,1,0,0,1,-1,1,74,2,17,3,6,1,20,17,0,9,7,1440
1,0,0,2,3,1,-1,1,129,1,1,0,4,12,44,3,1,11,8,1600
3,0,1,2,0,1,-1,0,230,1,75,2,4,16,32,1,1,13,14,1490
1,0,3,3,0,0,-1,1,256,1,448,1,3,10,11,11,2,6,3,1741
0,0,0,0,0,1,-1,1,179,1,26,3,2,8,30,23,1,11,12,1520
0,1,3,0,0,1,-1,2,209,1,12,1,2,10,11,5,1,5,9,1508
0,1,0,0,3,0,-1,1,252,3,1461,3,5,21,20,5,1,7,15,2599
2,0,0,3,2,0,-1,0,208,1,1818,3,6,14,18,17,1,9,12,1444
0,1,0,2,3,1,-1,1,271,1,6,3,3,5,49,16,1,6,13,1916
0,1,2,2,0,0,-1,1,130,1,1987,3,3,17,50,20,1,14,2,2603
0,0,1,3,1,2,1,0,272,1,6568,0,4,17,30,4,1,9,1,3187
0,1,3,1,2,0,-1,2,68,2,1792,0,7,5,23,19,2,10,7,1678
1,0,0,3,1,0,-1,0,130,3,1169,1,2,10,50,17,2,10,15,3015
2,1,2,0,3,0,-1,0,188,2,138,2,6,24,16,16,0,3,9,987
2,1,3,1,2,1,-1,0,241,2,25,1,2,3,21,10,2,1,1,928
0,0,1,3,1,0,-1,2,128,0,924,3,7,16,5,0,1,14,2,1765
3,0,2,2,1,2,3,1,260,0,396,1,3,14,17,23,1,6,15,2044
1,0,1,2,1,2,3,1,52,2,3583,0,5,20,47,14,0,0,3,2907
1,0,2,1,0,1,-1,0,160,3,33,1,6,16,18,4,2,13,0,3252
2,1,1,1,0,0,-1,0,86,0,917,1,4,24,49,18,0,15,13,2806
0,1,2,3,1,0,-1,2,201,0,881,0,3,1,42,19,0,1,11,2624
1,1,3,0,3,1,-1,2,240,0,52,0,4,24,13,23,2,1,10,1820
3,1,1,3,1,1,-1,2,123,2,90,0,3,20,7,16,0,15,0,1095
0,1,3,2,1,1,-1,0,277,1,22,3,3,8,24,0,1,13,12,1565
2,1,2,1,1,2,4,2,221,1,7132,0,1,2,43,16,1,14,9,1789
1,1,0,3,0,2,0,0,86,0,2019,0,4,3,4,13,1,4,6,3514
2,0,2,2,0,1,-1,1,260,0,80,2,3,11,8,15,1,3,15,1441
0,0,3,1,2,1,-1,1,293,0,55,3,1,22,10,1,1,13,15,1248
0,0,3,2,0,1,-1,1,270,3,89,0,2,15,1,15,0,15,10,2072
0,0,2,3,1,0,-1,1,259,3,986,2,4,8,26,2,0,4,8,2783
1,1,0,2,1,1,-1,2,231,1,17,3,7,4,14,11,2,5,5,1860
0,0,2,3,1,1,-1,1,143,1,97,2,4,0,16,1,2,2,13,1143
3,0,2,3,0,0,-1,2,197,3,1910,3,7,9,4,8,0,2,12,2721
1,0,2,3,1,2,1,2,263,1,6969,2,4,8,38,7,0,12,10,3512
0,0,3,2,1,0,-1,0,262,3,1205,1,7,10,27,1,2,9,1,3079
3,1,0,2,0,0,-1,1,103,1,1537,1,5,0,1,18,1,15,9,1906
2,1,2,0,1,0,-1,0,228,1,190,3,2,12,2,6,2,10,1,1070
1,0,0,1,3,1,-1,2,152,1,21,2,5,7,15,6,2,6,13,1148
2,0,2,0,2,1,-1,0,57,2,66,1,6,13,16,1,2,7,5,1381
1,1,2,0,2,1,-1,1,241,0,75,1,5,12,18,6,2,10,8,2495
2,0,1,0,1,2,4,2,73,2,6251,3,5,12,38,15,2,8,3,1304
2,0,3,3,1,0,-1,0,78,1,328,2,1,5,14,6,1,8,11,1001
0,0,2,3,1,2,2,0,120,1,2220,3,2,11,45,7,0,11,5,1953
2,0,3,0,3,1,-1,1,73,2,92,1,2,20,6,9,2,11,15,392
3,0,0,1,2,0,-1,0,94,3,1826,0,2,15,6,24,2,1,10,1943
1,1,1,0,3,0,-1,1,217,1,1183,1,3,24,45,16,2,15,14,2075
3,0,0,3,3,2,2,2,102,0,2088,1,6,0,17,12,0,5,2,2082
2,1,1,0,3,0,-1,2,99,3,80,1,7,2,34,9,1,5,0,2737
2,1,2,1,0,0,-1,2,90,2,1257,3,7,2,20,6,1,9,14,1454
0,0,3,3,2,0,-1,2,247,2,726,0,6,5,43,0,1,13,13,1794
2,1,2,2,1,0,-1,2,86,3,1824,3,1,23,42,13,1,13,2,2667
1,1,3,1,0,2,4,1,245,0,9401,1,4,5,26,14,0,14,1,2988
3,0,2,1,3,2,1,0,274,0,6352,1,5,16,6,21,0,10,3,3278
0,1,0,1,3,0,-1,1,273,1,1463,3,1,14,31,5,2,11,7,1250
3,1,2,1,2,2,2,2,76,1,9182,2,5,0,8,1,2,6,9,2559
2,0,2,3,3,1,-1,1,153,2,67,3,1,23,15,21,0,3,7,531
3,1,2,0,0,2,2,2,114,1,5047,2,2,10,31,21,0,13,4,2617
3,0,0,2,0,0,-1,0,135,0,1578,2,5,18,23,13,0,0,3,2115
0,1,2,1,3,1,-1,0,298,1,8,2,4,10,29,15,1,3,15,1439
0,1,0,2,0,0,-1,1,185,2,838,0,6,7,31,17,0,10,2,2096
0,0,0,2,0,0,-1,1,192,1,406,2,2,7,29,0,1,15,13,1368
0,0,3,0,0,0,-1,1,88,0,925,0,7,13,43,1,0,2,14,2746
2,0,0,2,3,1,-1,0,260,3,33,2,4,1,35,15,1,15,5,2240
0,0,1,3,3,0,-1,1,182,2,1275,3,3,22,41,4,2,0,0,1141
3,0,3,0,1,2,0,0,215,3,6930,2,1,18,9,24,1,13,14,4298
2,0,2,2,2,1,-1,1,150,2,25,1,4,24,12,13,1,3,2,1037
0,0,0,1,0,1,-1,2,281,3,65,3,2,16,36,24,0,7,9,2940
1,1,1,0,3,1,-1,0,159,2,45,2,7,19,23,24,2,6,10,1428
3,1,2,1,3,1,-1,2,210,2,76,3,6,21,33,21,0,7,11,1591
0,1,1,3,3,0,-1,1,287,3,1136,3,2,2,41,1,1,6,0,2649
2,0,0,2,1,2,2,1,291,2,7614,0,7,22,40,16,0,4,5,2949
3,0,1,0,1,2,1,0,69,0,3278,3,3,24,12,16,0,13,8,2270
3,0,0,1,2,0,-1,0,246,3,539,1,2,20,6,3,2,8,11,2291
2,0,1,1,2,0,-1,2,261,1,135,3,7,18,10,5,1,6,9,1332
3,0,1,2,3,1,-1,0,234,1,5,0,3,3,24,22,1,7,10,1273
0,1,2,2,1,0,-1,0,281,3,1539,2,3,17,45,14,1,1,0,3430
3,0,0,1,3,1,-1,2,184,2,91,2,5,19,48,23,0,8,6,1365
3,1,1,1,3,1,-1,1,262,3,21,1,3,10,43,19,2,5,15,2522
3,1,0,1,1,1,-1,2,271,2,53,2,1,5,50,9,2,3,1,1242
0,1,0,0,1,0,-1,1,237,1,643,3,4,2,30,22,0,12,3,1695
3,0,0,2,1,2,4,2,158,0,5406,2,7,14,24,20,2,8,14,1768
0,0,0,0,2,2,2,1,142,2,162,1,3,15,41,24,1,0,11,1706
2,1,2,2,2,0,-1,2,201,3,325,0,2,19,32,14,2,7,7,2653
2,0,2,2,0,1,-1,1,50,2,36,3,7,1,21,2,1,5,15,1015
1,0,0,2,3,0,-1,1,142,1,710,3,3,10,37,15,1,10,5,1318
2,0,3,0,3,2,1,0,166,2,4012,0,7,5,9,10,2,13,5,1843
0,1,1,0,2,0,-1,1,199,0,1686,1,1,4,41,6,1,6,1,2369
2,1,3,3,1,2,3,1,163,3,4850,1,1,1,43,19,1,4,10,4099
2,1,3,0,0,2,1,1,267,3,3448,3,2,22,41,7,0,14,10,3621
3,1,2,0,3,2,3,2,258,3,308,0,4,19,6,22,2,13,6,2490
1,1,2,2,1,2,3,2,197,1,1562,1,2,18,31,8,0,5,13,2608
1,1,1,0,2,1,-1,1,143,1,43,1,3,5,49,1,1,5,13,1988
0,1,0,2,2,1,-1,2,162,0,42,0,5,5,21,9,2,10,0,2165
0,1,1,3,2,2,4,2,54,3,1218,2,1,14,46,10,1,5,15,2591
1,1,2,2,0,1,-1,1,95,2,75,0,7,15,25,19,1,0,11,2445
2,1,2,3,0,2,4,0,283,3,2534,2,3,2,14,6,2,0,13,2659
0,0,1,0,1,1,-1,2,104,0,10,3,7,11,41,17,1,3,1,2052
0,1,0,1,3,2,3,2,167,1,8537,0,1,7,22,4,2,12,7,3533
1,0,0,0,2,0,-1,1,94,0,1201,0,4,19,35,0,2,10,2,2034
0,1,1,0,3,2,0,1,211,3,5879,1,5,14,45,6,1,15,4,5354
3,0,1,1,3,1,-1,2,149,3,27,1,4,22,34,8,1,8,0,2484
3,1,2,1,1,0,-1,0,223,3,750,3,3,9,27,22,0,10,4,2924
3,1,3,0,3,0,-1,0,90,2,861,0,5,17,18,13,1,8,13,1350
1,1,2,2,2,2,1,2,193,3,2634,3,4,16,18,1,2,9,11,3893
1,0,1,0,0,2,2,1,190,1,7997,3,1,15,15,16,0,13,10,2706
1,0,0,3,2,0,-1,0,57,2,1910,2,4,9,43,8,1,13,8,1586
3,0,2,3,0,1,-1,2,52,2,1,0,3,14,48,11,1,13,0,1511
2,1,2,1,2,0,-1,1,165,3,368,0,4,13,9,3,0,13,3,2317
2,1,2,1,1,1,-1,0,98,3,43,3,5,11,18,7,2,13,7,2300
2,1,1,2,0,2,2,0,261,2,7929,2,7,13,18,0,2,7,13,2665
2,0,3,1,3,2,0,1,178,2,4758,3,4,9,49,22,0,3,8,2380
1,1,3,1,2,2,3,1,283,3,1167,2,3,23,44,4,1,15,14,3542
2,1,0,2,1,1,-1,2,204,0,35,2,7,20,17,8,0,6,15,1953
3,0,3,2,3,2,2,1,228,1,9420,1,3,2,42,16,1,11,12,2683
3,0,0,1,2,1,-1,0,126,0,20,2,1,21,5,21,1,13,11,1395
2,0,3,2,3,1,-1,0,116,1,54,3,6,9,43,2,1,13,15,1204
1,1,1,3,3,1,-1,1,187,0,68,0,7,23,32,16,0,7,11,2874
3,0,0,0,0,1,-1,2,154,0,65,2,3,1,3,7,1,1,1,1118
1,1,1,2,1,1,-1,2,121,3,15,1,1,1,24,0,2,1,0,2468
2,1,1,2,1,1,-1,2,179,1,54,3,4,3,30,19,2,3,12,1284
1,0,2,3,3,1,-1,2,241,2,83,1,7,13,25,4,0,12,6,1871
3,0,0,0,3,1,-1,1,245,0,90,0,3,6,5,15,0,11,12,1200
0,1,3,1,3,2,2,0,143,2,1986,0,4,6,10,14,0,1,6,1153
0,1,0,1,0,1,-1,2,127,3,99,0,7,10,29,6,2,4,6,3755
1,1,3,3,3,1,-1,0,238,2,83,1,7,17,21,9,2,3,3,1860
0,0,1,2,1,0,-1,1,268,2,773,3,3,17,5,12,2,6,13,1066
2,1,0,1,2,1,-1,2,65,2,62,3,6,14,49,8,0,0,15,1624
1,0,1,2,2,2,3,2,275,0,2684,1,2,22,18,19,1,2,0,2908
0,0,3,0,2,1,-1,0,53,3,65,0,2,1,33,20,0,14,8,2712
0,0,0,2,2,1,-1,1,180,1,49,3,5,23,45,9,1,7,10,1713
0,1,2,1,0,2,4,0,51,1,4132,1,5,13,9,19,1,8,14,2149
0,0,1,2,0,1,-1,2,218,1,26,2,6,15,48,24,2,1,10,1730
2,0,3,1,0,0,-1,2,207,2,1020,2,2,11,9,0,2,0,3,790
3,1,3,1,2,0,-1,0,149,3,1046,2,1,24,29,10,1,4,7,2629
0,1,2,1,2,0,-1,1,137,0,1180,0,5,19,39,17,2,3,1,2419
3,1,0,0,3,2,4,0,80,2,5204,2,4,21,17,23,1,8,6,1079
3,1,0,2,0,0,-1,2,228,0,315,2,5,12,24,17,2,14,7,2158
2,0,0,0,2,1,-1,0,100,0,69,2,6,8,42,3,0,2,11,1852
0,1,3,1,0,2,3,1,69,1,7614,2,5,21,3,2,2,1,8,3123
2,1,0,2,2,2,1,1,89,1,6576,1,5,7,16,10,2,3,1,2849
2,1,1,2,1,1,-1,2,284,3,36,1,5,6,50,6,1,8,6,3307
1,0,3,1,0,0,-1,0,105,2,1264,3,5,9,14,21,0,10,15,1408
1,0,3,2,3,1,-1,2,198,1,39,0,4,14,46,8,2,14,10,1777
0,0,2,0,3,0,-1,0,276,3,1035,3,4,12,50,13,0,10,6,2701
1,1,3,1,0,0,-1,1,249,3,1440,1,6,14,28,3,1,8,11,3998
0,0,0,0,0,1,-1,2,73,3,28,0,2,17,14,11,1,6,7,2551
2,1,1,0,2,2,0,0,79,0,5328,1,2,1,35,24,1,12,8,3906
2,0,0,1,2,1,-1,0,101,3,30,2,7,9,38,19,0,1,0,2150
1,0,2,1,0,2,4,0,268,2,398,3,5,8,9,2,2,2,8,1754
1,1,1,2,1,0,-1,1,123,0,994,0,5,6,27,19,0,1,12,2416
1,0,1,1,3,2,0,1,133,3,3587,0,7,7,48,11,0,3,15,4300
0,1,1,0,0,2,3,0,102,1,9372,2,1,13,25,13,2,11,4,4312
2,0,3,0,3,2,0,1,246,3,2183,2,3,2,32,10,1,6,11,2510
1,0,1,2,0,0,-1,2,257,3,1972,0,6,2,48,10,1,7,3,3697
3,0,1,3,0,1,-1,0,271,2,14,1,6,14,36,22,1,5,7,1974
1,1,2,1,2,1,-1,0,224,0,81,2,1,10,10,9,0,3,13,2031
2,0,3,3,0,2,0,2,292,2,1328,2,4,15,2,15,1,11,5,1285
2,1,0,3,3,1,-1,1,65,1,83,1,7,11,23,13,2,14,14,1735
2,0,1,3,1,0,-1,1,298,2,236,3,7,1,2,4,1,8,5,1089
3,1,1,3,3,0,-1,2,119,0,1099,2,4,5,15,6,2,2,6,1389
0,0,1,3,3,2,0,0,214,3,4586,0,5,12,34,19,2,14,14,4457
0,0,2,1,1,2,3,0,146,1,6179,0,7,2,2,19,0,6,5,3529
3,0,3,3,2,1,-1,1,199,0,20,3,3,4,20,17,0,15,2,1467
1,0,0,0,0,1,-1,0,293,2,92,0,2,10,7,3,1,14,1,1342
0,1,2,3,2,0,-1,2,252,3,872,3,4,14,40,10,0,10,3,3302
3,0,3,3,2,0,-1,1,128,3,1652,0,4,18,41,8,1,0,5,2475
1,1,2,3,3,2,1,2,88,2,3052,2,4,0,28,8,1,12,1,1868
0,0,3,1,2,1,-1,0,106,2,76,1,2,10,44,11,0,15,2,1424
1,1,3,3,2,0,-1,0,100,0,595,1,3,10,14,5,0,14,14,2446
3,1,1,1,2,0,-1,1,228,2,1095,0,4,12,35,12,1,2,6,1554
2,1,1,1,2,1,-1,0,71,1,94,0,5,15,16,7,2,2,5,1480
3,0,3,2,3,0,-1,0,164,2,147,0,4,16,11,9,0,2,6,956
3,0,2,2,3,1,-1,0,233,0,73,3,2,7,32,11,2,14,8,1701
1,0,3,1,2,0,-1,1,113,3,249,2,7,0,13,11,0,2,3,2511
0,0,1,0,1,0,-1,1,131,1,164,1,5,24,1,18,0,8,15,1455
1,0,2,3,3,2,2,1,160,2,2885,1,3,3,9,10,0,0,9,1650
